,Baseline Model ES,Refit Model ES,Ablation Refit Model ES
217,0.022352678741455082,0.02162152001953125,0.021764618347167967
218,0.026702598693847657,0.026747409149169923,0.026534083679199218
219,0.0179958798828125,0.017955595275878908,0.017949967224121094
220,0.020479906250000002,0.020278402984619144,0.020706306640624998
221,0.022570697143554686,0.022215024475097656,0.02223314306640625
222,0.0175662490234375,0.017446899780273438,0.017639539123535157
223,0.01347095156860352,0.014141808044433594,0.014487551513671874
224,0.028228552673339846,0.027325423858642582,0.02775979498291016
225,0.025393166503906252,0.025060200073242188,0.024721864685058593
226,0.024347738555908202,0.02376029235839844,0.02419132827758789
227,0.017086305267333988,0.01649501135253906,0.016659155090332035
228,0.03260197082519531,0.034056032104492186,0.03278591732788086
229,0.016852842834472657,0.016420822143554687,0.01666818377685547
230,0.014151257629394537,0.014392072998046873,0.014465071624755861
231,0.014465554504394532,0.014363383117675783,0.014339732543945313
232,0.042380470825195304,0.044321012695312495,0.04266133251953125
233,0.0216601826171875,0.022005124084472655,0.022118227813720706
234,0.04016626690673828,0.04035974792480469,0.04012152752685547
235,0.015493084716796876,0.015754259033203124,0.015766102722167972
236,0.015524784118652345,0.016087048828125002,0.01562805316162109
237,0.019735974609374998,0.01937310858154297,0.019606786560058598
238,0.024090409912109378,0.02323537322998047,0.023730254028320314
239,0.024631912139892582,0.024227356414794926,0.02403832015991211
240,0.014767096618652345,0.01498108493041992,0.014961112792968748
241,0.018559078857421873,0.018330302734375,0.018503882904052735
242,0.011788010070800787,0.011513090820312502,0.011383305053710938
243,0.01774374627685547,0.01766421807861328,0.01712709454345703
244,0.012638177551269534,0.012900001129150393,0.013074285583496097
