,Baseline Model VS,Refit Model VS,Ablation Refit Model VS
161,0.23050592839717865,0.22830411791801453,0.22567813098430634
162,0.4012749195098877,0.3910425901412964,0.38860952854156494
163,0.15482166409492493,0.15622732043266296,0.1547011435031891
164,0.08934752643108368,0.0942515879869461,0.09467533230781555
165,0.5874239802360535,0.5906760096549988,0.5818248987197876
166,0.3269801139831543,0.32177597284317017,0.32464683055877686
167,0.23550942540168762,0.22527477145195007,0.234976664185524
168,0.1035115122795105,0.1019754558801651,0.10402052849531174
169,0.16712293028831482,0.16335152089595795,0.16199660301208496
170,0.1424630880355835,0.14398734271526337,0.14437073469161987
171,0.10072256624698639,0.10128439217805862,0.10361688584089279
172,0.12398453801870346,0.12602825462818146,0.12398940324783325
173,0.14537553489208221,0.14416933059692383,0.14291392266750336
174,0.16984330117702484,0.16678281128406525,0.16420435905456543
175,0.11847209185361862,0.11732365190982819,0.11933977156877518
176,0.23532846570014954,0.22678454220294952,0.2258066087961197
177,0.11163806915283203,0.10738909989595413,0.10888977348804474
178,0.1250690072774887,0.12443708628416061,0.1247226744890213
179,0.11526696383953094,0.11397837102413177,0.1121658980846405
180,0.16655343770980835,0.16184179484844208,0.16016006469726562
181,0.2224806696176529,0.2211071103811264,0.22649356722831726
182,0.315952867269516,0.3130216598510742,0.3164626359939575
183,0.1565404236316681,0.1573936641216278,0.1539035141468048
184,0.21601764857769012,0.21525566279888153,0.2138470560312271
185,0.13110633194446564,0.14278589189052582,0.14149560034275055
186,0.12885412573814392,0.12731099128723145,0.12966224551200867
187,0.24897196888923645,0.25759631395339966,0.25190460681915283
188,0.15702098608016968,0.1626388132572174,0.15553662180900574
189,0.27351585030555725,0.2658426761627197,0.2630646526813507
190,0.13060262799263,0.13068631291389465,0.13748173415660858
191,0.15419402718544006,0.15907667577266693,0.15475478768348694
192,0.17798466980457306,0.1767752468585968,0.17702466249465942
193,0.10392163693904877,0.10696299374103546,0.10749243944883347
194,0.8608750104904175,0.8425495028495789,0.8466823101043701
195,0.4012095034122467,0.4020123779773712,0.3933385908603668
196,0.4317481815814972,0.4187384247779846,0.4147932231426239
197,0.1287238448858261,0.1392497420310974,0.14197422564029694
198,0.204387828707695,0.20903970301151276,0.20277896523475647
199,0.2978074252605438,0.29774248600006104,0.29668906331062317
200,0.14403097331523895,0.1380445659160614,0.1416858732700348
201,0.4069015383720398,0.3967853784561157,0.38593772053718567
202,1.2135175466537476,1.1931954622268677,1.1843292713165283
203,0.1726483702659607,0.17019058763980865,0.17321252822875977
204,0.5448048114776611,0.5195279121398926,0.5224920511245728
205,0.48374706506729126,0.45925331115722656,0.45758891105651855
206,0.21032585203647614,0.20491696894168854,0.20633767545223236
207,0.1767353117465973,0.17138628661632538,0.173838272690773
208,0.1427536904811859,0.1337410807609558,0.13301800191402435
209,0.2553679347038269,0.2524731457233429,0.24937225878238678
210,0.3644798994064331,0.3623782694339752,0.36469629406929016
211,0.11121419817209244,0.11356484889984131,0.11254569888114929
212,0.09742842614650726,0.09699413180351257,0.09862949699163437
213,0.11229470372200012,0.12094465643167496,0.1216820478439331
214,0.15589898824691772,0.160630002617836,0.15842196345329285
215,0.08056145161390305,0.0909431129693985,0.08421867340803146
216,0.1210666075348854,0.12395928800106049,0.12496748566627502
217,0.14351120591163635,0.14298884570598602,0.1417052298784256
218,0.1679050624370575,0.1640961468219757,0.15983958542346954
219,0.11557885259389877,0.11941078305244446,0.12202942371368408
220,0.11183865368366241,0.11281018704175949,0.11353111267089844
221,0.17380069196224213,0.1701730340719223,0.1685241162776947
222,0.10593245178461075,0.10107429325580597,0.1098940521478653
223,0.23572847247123718,0.25861600041389465,0.25748082995414734
224,0.1651751548051834,0.1671338975429535,0.1672709882259369
225,0.08897825330495834,0.08766694366931915,0.08628129214048386
226,0.12886543571949005,0.12619291245937347,0.12142428010702133
227,0.09086676687002182,0.09064001590013504,0.09277450293302536
228,0.09817204624414444,0.09889262169599533,0.09653658419847488
229,0.12094128131866455,0.12561649084091187,0.12245377153158188
230,0.12254113703966141,0.12526488304138184,0.12411622703075409
231,0.12186875194311142,0.11928843706846237,0.12486505508422852
232,0.27753305435180664,0.26671290397644043,0.2741410434246063
233,0.13963419198989868,0.13135185837745667,0.13181059062480927
234,0.3931208848953247,0.38727274537086487,0.3785364031791687
235,0.1250491738319397,0.12448447942733765,0.12836812436580658
236,0.12270049750804901,0.13229523599147797,0.12868626415729523
237,0.1218453049659729,0.12055720388889313,0.12424381077289581
238,0.1413610428571701,0.14613276720046997,0.144636332988739
239,0.15330937504768372,0.15772153437137604,0.15621088445186615
240,0.13135698437690735,0.13808466494083405,0.13571694493293762
241,0.09693939983844757,0.09752027690410614,0.09637986123561859
242,0.26154255867004395,0.27496594190597534,0.2622838318347931
243,0.14267191290855408,0.1486571729183197,0.14541655778884888
244,0.16025179624557495,0.16944189369678497,0.1626712530851364
